normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
information security architecture,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Information Security Architecture,"An embedded, integral part of the enterprise architecture that describes the structure and behavior for an enterprise’s security processes, information security systems, personnel and organizational sub-units, showing their alignment with the enterprise’s mission and strategic plans.",https://www.cdt.ca.gov/security/technical-definitions/#I
information security architecture,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security architecture,"A description of the structure and behavior for an enterprise’s security processes, information security systems, personnel and organizational sub-units, showing their alignment with the enterprise’s mission and strategic plans.",https://csrc.nist.gov/glossary/term/information_security_architecture
information security architecture,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security architecture,"An embedded, integral part of the enterprise architecture that describes the structure and behavior for an enterprise’s security processes, information security systems, personnel and organizational subunits, showing their alignment with the enterprise’s mission and strategic plans.",https://csrc.nist.gov/glossary/term/information_security_architecture
information security architecture,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security architecture,"An embedded, integral part of the enterprise architecture that describes the structure and behavior of the enterprise security processes, security systems, personnel and organizational subunits, showing their alignment with the enterprise’s mission and strategic plans. See security architecture.",https://csrc.nist.gov/glossary/term/information_security_architecture
information security architecture,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security architecture,"An embedded, integral part of the enterprise architecture that describes the structure and behavior for an enterprise’s security processes, information security systems, personnel and organizational sub-units, showing their alignment with the enterprise’s mission and strategic plans.",https://csrc.nist.gov/glossary/term/information_security_architecture
information security architecture,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security architecture,"An embedded, integral part of the enterprise architecture that describes the structure and behavior of the enterprise security processes, security systems, personnel and organizational subunits, showing their alignment with the enterprise’s mission and strategic plans.",https://csrc.nist.gov/glossary/term/information_security_architecture
information security policy,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),information security policy,"An aggregate of directives, regulations, rules, and practices that prescribe how an organization manages, protects, and distributes information.",https://niccs.cisa.gov/resources/glossary#letter-i
information security policy,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security policy,"Aggregate of directives, regulations, rules, and practices that prescribes how an organization manages, protects, and distributes information.",https://csrc.nist.gov/glossary/term/information_security_policy
information security policy,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security policy,"Aggregate of directives, regulations, and rules that prescribe how an organization manages, protects, and distributes information.",https://csrc.nist.gov/glossary/term/information_security_policy
information security policy,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security policy,A high-level policy of an organization that is created to support and enforce portions of the organization’s Information Management Policy by specifying in more detail what information is to be protected from anticipated threats and how that protection is to be attained.,https://csrc.nist.gov/glossary/term/information_security_policy
information security program plan,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Information Security Program Plan,Formal document that provides an overview of the security requirements for an organization-wide information security program and describes the program management controls and common controls in place or planned for meeting those requirements.,https://www.cdt.ca.gov/security/technical-definitions/#I
information security program plan,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information security program plan,Formal document that provides an overview of the security requirements for an organization-wide information security program and describes the program management controls and common controls in place or planned for meeting those requirements.,https://csrc.nist.gov/glossary/term/information_security_program_plan
information system resilience,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),information system resilience,"The ability of an information system to: (1) continue to operate under adverse conditions or stress, even if in a degraded or debilitated state, while maintaining essential operational capabilities; and (2) recover effectively in a timely manner.",https://niccs.cisa.gov/resources/glossary#letter-i
information system resilience,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information system resilience,"Official responsible for the overall procurement, development, integration, modification, or operation and maintenance of an information system.",https://csrc.nist.gov/glossary/term/information_system_resilience
